id_pedido,categoria_producto,region_cliente,metodo_pago,precio_unitario,cantidad,tiempo_envio_dias,satisfaccion_cliente
3762,Hogar,Norte,Transferencia,31.88,3,3.1,4.2
8712,Deportes,Centro,Tarjeta,11.13,4,3.5,3.3
16390,Deportes,Norte,Débito,18.86,3,2.5,5.0
5702,Hogar,Centro,Tarjeta,65.89,5,3.7,3.7
1464,Electrónica,Sur,Tarjeta,20.65,2,1.7,3.7
3057,Ropa,Norte,Transferencia,36.07,4,2.8,5.1
11418,Deportes,Norte,Débito,39.95,2,3.0,2.8
3889,Electrónica,Norte,Débito,65.08,1,0.2,4.1
3197,Ropa,Sur,Transferencia,69.13,3,4.4,3.5
18858,Hogar,Centro,Débito,58.71,4,2.1,4.0
10891,Deportes,Sur,Transferencia,65.14,5,0.7,3.6
13343,Hogar,Norte,Tarjeta,50.13,4,2.4,3.1
16787,Electrónica,Sur,,54.85,4,,4.3
14831,Deportes,Sur,Débito,53.02,4,3.6,3.6
15690,Hogar,Norte,Débito,56.29,1,2.4,
13090,Deportes,Centro,Tarjeta,70.69,5,4.5,3.3
10130,Deportes,Centro,Débito,57.49,5,2.4,3.0
12569,Deportes,Centro,Transferencia,32.37,1,3.8,3.6
13640,Ropa,Sur,Tarjeta,77.36,2,,4.8
757,Ropa,Centro,Débito,49.18,1,2.2,
12547,Deportes,Centro,Tarjeta,38.77,3,4.8,3.8
12578,Hogar,Norte,Transferencia,61.28,4,3.5,3.7
727,Deportes,Centro,Tarjeta,30.73,3,1.4,4.5
16516,Electrónica,Centro,Transferencia,-0.12,4,,4.5
17039,Hogar,Norte,Tarjeta,33.31,3,5.5,4.7
11939,Deportes,Norte,Transferencia,28.81,5,1.8,
10897,Hogar,Sur,Tarjeta,27.44,1,4.1,5.8
7932,Deportes,Norte,Transferencia,70.98,1,,5.3
19387,Hogar,Sur,Débito,37.67,2,1.9,5.6
19220,Deportes,Sur,Transferencia,49.97,2,4.8,4.4
13275,Electrónica,Sur,Débito,32.78,1,1.9,4.5
19344,Hogar,Sur,Débito,46.08,2,3.8,3.3
10829,Deportes,Norte,Tarjeta,28.71,5,,3.8
4453,Ropa,Centro,Transferencia,51.19,1,3.4,4.7
19894,Ropa,Norte,Débito,37.53,2,2.5,5.9
8080,Hogar,Norte,Débito,64.72,2,,5.1
19822,Deportes,Sur,Débito,66.52,4,0.2,5.6
13282,Ropa,Sur,,39.1,1,4.8,4.3
9029,Ropa,Centro,Transferencia,67.51,2,3.9,4.4
10610,Ropa,Sur,Débito,,4,3.2,4.2
9475,Ropa,Sur,Débito,43.35,1,3.4,3.7
8296,Electrónica,Sur,Transferencia,,1,3.1,3.4
4888,Electrónica,Centro,Tarjeta,22.97,5,1.9,3.4
12936,Hogar,Norte,Tarjeta,10.23,1,2.4,5.9
8300,Ropa,Sur,,29.49,1,2.5,4.2
914,Deportes,Sur,,40.07,1,5.8,4.4
1807,Hogar,Centro,Transferencia,55.44,3,3.2,4.8
3314,Electrónica,Centro,Transferencia,41.73,3,3.2,3.7
14664,Deportes,Centro,Débito,,4,4.1,3.4
19731,Hogar,Centro,,44.12,1,1.7,5.3
14993,Ropa,Norte,Débito,29.53,4,2.4,3.4
3497,Deportes,Centro,Débito,,4,5.3,3.5
19396,Ropa,Sur,Transferencia,36.32,1,1.9,4.7
3863,Deportes,Centro,Tarjeta,42.1,3,1.9,3.4
9729,Deportes,Norte,Tarjeta,35.01,5,2.4,4.1
11494,Ropa,Sur,Tarjeta,64.63,5,3.0,4.6
16859,Hogar,Centro,Transferencia,54.78,5,0.9,3.9
15054,Hogar,Norte,Tarjeta,69.07,5,1.0,5.2
2559,Deportes,Centro,Débito,70.36,4,,
12324,Deportes,Centro,Tarjeta,16.89,4,2.5,3.4
16420,Ropa,Norte,Transferencia,45.13,2,2.3,4.3
17226,Electrónica,Sur,Transferencia,62.61,3,2.4,4.1
12307,Electrónica,Centro,Débito,24.36,2,3.0,3.6
5380,Deportes,Centro,Tarjeta,56.51,2,2.8,3.0
10775,Hogar,Norte,,63.99,2,3.5,
4283,Deportes,Sur,Débito,43.0,1,3.2,5.8
12208,Deportes,Centro,Transferencia,41.69,5,3.6,4.3
12416,Ropa,Sur,Transferencia,57.42,3,4.0,4.5
18058,Deportes,Sur,Débito,49.52,2,3.3,3.7
18493,Hogar,Sur,Tarjeta,104.72,4,3.8,
2058,Hogar,Centro,Transferencia,61.68,1,2.3,3.8
17168,Deportes,Sur,Transferencia,25.72,1,2.2,4.8
1748,Deportes,Centro,Transferencia,80.75,4,3.7,6.999715156577482
1154,Hogar,Norte,Transferencia,36.23,5,3.7,5.7
1784,Electrónica,Norte,Transferencia,67.56,4,1.5,4.1
19303,Hogar,Sur,Débito,45.16,4,2.0,2.6
7207,Ropa,Norte,Débito,32.24,1,3.5,3.6
5453,Ropa,Centro,Transferencia,34.24,4,1.5,3.1
781,Deportes,Sur,Tarjeta,56.92,3,1.8,6.0
1083,Ropa,Norte,Transferencia,62.94,3,4.1,
6695,Electrónica,Sur,Débito,52.5,5,,3.9
5575,Electrónica,Norte,Transferencia,24.61,2,0.9,4.7
12979,Hogar,Sur,Transferencia,54.46,5,2.0,3.4
11643,Ropa,Norte,,35.43,4,2.5,6.0
7904,Hogar,Centro,Transferencia,24.22,3,2.3,3.9
14206,Electrónica,Centro,Transferencia,23.16,4,4.8,3.4
18958,Deportes,Norte,Tarjeta,44.69,5,4.4,4.7
7899,Hogar,Centro,Transferencia,44.92,5,3.3,4.5
16151,Deportes,Sur,Transferencia,57.29,4,,4.3
1731,Ropa,Centro,Débito,49.92,3,3.8,
4550,Deportes,Norte,Tarjeta,59.78,5,,3.7
20,Ropa,Norte,Débito,51.44,2,1.5,5.8
16265,Electrónica,Norte,,55.27,4,3.7,5.4
5674,Hogar,Sur,,56.92,5,2.7,3.9
3385,Deportes,Centro,Débito,8.92,3,1.8,3.6
15894,Electrónica,Norte,Tarjeta,68.52,2,3.7,4.3
3370,Hogar,Centro,Tarjeta,,5,1.5,3.6
2698,Deportes,Sur,Transferencia,69.06,1,3.8,3.7
17448,Electrónica,Norte,Débito,19.63,5,3.7,2.9
14346,Electrónica,Sur,Débito,1.79,1,2.3,4.6
16256,Ropa,Centro,,75.85,2,2.9,3.5
16648,Deportes,Sur,Débito,55.21,5,,3.4
13544,Electrónica,Norte,Débito,15.12,2,1.0,
1134,Deportes,Centro,Débito,,3,,3.8
11448,Electrónica,Sur,Tarjeta,45.14,2,2.9,3.8
4995,Ropa,Norte,Tarjeta,43.26,2,4.0,5.1
15435,Deportes,Norte,Tarjeta,,1,4.7,5.2
106,Hogar,Centro,Transferencia,,2,5.3,3.2
7668,Hogar,Centro,Tarjeta,55.75,2,4.0,4.8
12499,Electrónica,Norte,Tarjeta,35.87,3,3.4,5.2
10209,Hogar,Sur,Débito,40.55,1,5.6,5.7
1830,Electrónica,Centro,Tarjeta,0.52,5,2.6,4.3
5615,Deportes,Norte,Transferencia,45.53,5,3.9,4.6
11769,Ropa,Centro,Débito,19.85,4,,4.4
9882,Deportes,Centro,Transferencia,57.08,2,3.1,4.0
8732,Deportes,Sur,,25.79,3,1.6,4.2
14673,Deportes,Centro,Tarjeta,,1,4.3,5.1
13480,Electrónica,Sur,,7.64,3,1.0,5.4
11595,Hogar,Sur,Débito,70.66,2,0.7,3.5
3411,Electrónica,Centro,Tarjeta,51.02,1,3.0,5.2
3620,Hogar,Sur,Transferencia,73.36,2,3.5,5.8
18248,Ropa,Norte,Débito,9.68,4,,3.6
3061,Deportes,Norte,Transferencia,26.52,5,,2.3
1223,Electrónica,Norte,Transferencia,48.47,3,4.5,4.2
9853,Ropa,Centro,Transferencia,32.83,2,3.3,4.5
12807,Hogar,Sur,Tarjeta,57.42,1,3.8,4.6
19608,Electrónica,Norte,Débito,71.74,2,2.2,3.4
10244,Ropa,Centro,Tarjeta,29.32,5,2.3,4.1
13277,Electrónica,Norte,Débito,16.13,2,3.0,
12589,Deportes,Sur,,74.05,2,3.9,4.3
13829,Ropa,Sur,Transferencia,23.13,4,4.2,5.7
19163,Ropa,Centro,Transferencia,26.29,1,1.2,3.9
16949,Electrónica,Norte,Débito,52.79,3,2.8,4.7
15379,Ropa,Centro,Débito,27.39,1,3.0,4.3
18936,Ropa,Centro,Tarjeta,58.48,1,1.7,3.7
12793,Ropa,Norte,Transferencia,52.4,4,5.3,3.1
3493,Deportes,Sur,Débito,50.66,3,3.6,3.4
19401,Electrónica,Norte,Tarjeta,37.12,2,3.1,5.2
7211,Electrónica,Norte,Transferencia,89.47,1,1.9,3.9
3023,Ropa,Centro,Transferencia,13.62,4,2.2,4.6
5912,Electrónica,Sur,Tarjeta,67.9,3,2.0,5.4
15412,Electrónica,Sur,Débito,25.34,2,4.7,4.2
16135,Deportes,Norte,Transferencia,41.68,4,2.3,5.0
40,Electrónica,Centro,Débito,17.41,1,-0.2,
16337,Electrónica,Norte,Débito,40.26,5,2.3,4.5
4775,Hogar,Centro,Transferencia,15.22,3,,3.6
3050,Ropa,Centro,Débito,46.99,1,3.5,3.5
7117,Ropa,Centro,Tarjeta,46.24,5,5.3,2.7
7966,Electrónica,Centro,Tarjeta,,1,2.7,3.9
12863,Electrónica,Sur,Débito,,5,1.5,
1571,Electrónica,Sur,Débito,45.99,3,5.3,4.1
19747,Hogar,Sur,Tarjeta,51.99,1,4.2,5.3
1391,Electrónica,Sur,Débito,70.19,2,2.0,4.7
10884,Ropa,Centro,Tarjeta,52.53,5,2.9,5.2
13826,Hogar,Centro,Transferencia,28.18,2,3.7,4.1
10864,Ropa,Norte,Transferencia,57.06,3,3.3,3.2
6789,Ropa,Centro,Tarjeta,,5,3.6,4.1
19271,Ropa,Norte,Tarjeta,20.5,2,3.9,2.7
14541,Deportes,Norte,Débito,56.72,2,2.1,4.6
16145,Electrónica,Centro,Débito,28.07,4,3.6,4.1
6108,Hogar,Sur,Tarjeta,-3.12,4,5.0,4.7
9991,Deportes,Centro,,,3,0.9,4.7
3791,Hogar,Centro,Transferencia,44.84,3,2.8,3.7
17646,Hogar,Centro,Transferencia,60.92,1,2.4,4.3
5689,Electrónica,Sur,Transferencia,55.78,2,5.0,
18744,Deportes,Centro,Transferencia,35.64,3,,3.4
19843,Hogar,Norte,Transferencia,40.61,1,1.2,3.3
9398,Electrónica,Centro,Débito,64.66,3,4.1,3.7
11651,Electrónica,Centro,,6.45,2,2.4,4.1
17455,Ropa,Norte,Transferencia,42.72,5,1.9,4.8
4598,Deportes,Sur,Débito,17.37,3,2.1,5.6
10825,Hogar,Centro,Transferencia,51.1,2,5.0,4.6
1470,Deportes,Norte,Débito,25.73,2,2.2,3.8
5991,Ropa,Centro,,86.39,5,2.0,2.2
153,Ropa,Norte,Débito,28.42,2,2.0,3.2
7759,Deportes,Sur,Transferencia,,3,3.2,3.7
12000,Ropa,Norte,Débito,32.58,1,1.4,3.7
13067,Hogar,Norte,,36.12,2,3.0,2.5
20,Ropa,Norte,Débito,51.44,2,1.5,5.8
7777,Electrónica,Sur,Tarjeta,48.2,4,3.1,3.8
11254,Electrónica,Sur,Débito,34.43,4,3.0,5.5
2696,Deportes,Centro,Transferencia,19.84,3,4.9,6.1
1713,Hogar,Sur,Tarjeta,67.79,3,2.9,3.9
17786,Ropa,Sur,Transferencia,62.54,1,3.2,3.7
645,Electrónica,Sur,Transferencia,79.71,5,3.8,5.1
17086,Deportes,Norte,Tarjeta,54.37,5,2.0,4.6
6794,Hogar,Sur,Tarjeta,26.36,2,3.1,3.3
1692,Electrónica,Sur,Débito,32.19,5,4.2,4.3
8169,Electrónica,Sur,Tarjeta,5.31,5,3.8,4.8
12049,Electrónica,Sur,Tarjeta,24.79,1,2.9,3.3
15409,Electrónica,Centro,Débito,68.41,5,4.6,4.8
15076,Ropa,Centro,Tarjeta,32.67,3,3.5,3.4
5784,Deportes,Centro,Tarjeta,37.51,4,2.1,2.2
4756,Ropa,Centro,Transferencia,44.0,5,3.4,5.6
4953,Deportes,Centro,Débito,41.68,2,1.1,4.4
2680,Ropa,Norte,Transferencia,34.36,3,1.6,4.0
17839,Hogar,Centro,Tarjeta,71.34,3,4.5,4.3
18696,Electrónica,Sur,Débito,59.64,1,1.9,3.8
18412,Electrónica,Norte,Transferencia,38.03,3,2.1,4.8
17886,Ropa,Norte,Débito,-17.11,5,3.1,4.5
12174,Electrónica,Sur,Débito,60.85,5,3.3,4.7
9135,Electrónica,Sur,Transferencia,32.76,2,0.9,4.4
10268,Deportes,Centro,Tarjeta,64.65,5,2.0,3.5
17019,Hogar,Norte,Transferencia,60.76,4,2.1,3.4
15913,Electrónica,Norte,Débito,54.33,1,2.8,3.8
15431,Hogar,Centro,Transferencia,49.47,5,3.0,4.0
3624,Hogar,Sur,Transferencia,7.05,1,0.8,5.9
3923,Electrónica,Sur,Transferencia,45.42,3,4.8,2.9
2368,Ropa,Norte,Débito,74.14,3,,3.7
8761,Electrónica,Norte,Débito,48.77,3,2.2,3.3
5949,Electrónica,Centro,Débito,24.24,3,3.2,5.3
4014,Ropa,Sur,Transferencia,55.4,4,2.4,4.9
11920,Deportes,Sur,Transferencia,57.64,1,1.3,4.8
13319,Hogar,Centro,,56.55,3,2.8,5.3
2152,Electrónica,Centro,Débito,50.64,5,2.7,4.4
6573,Deportes,Centro,Débito,-4.73,1,2.4,3.9
10217,Ropa,Centro,Tarjeta,52.29,3,0.3,4.2
1635,Hogar,Norte,Débito,45.25,2,2.9,
9957,Ropa,Norte,Tarjeta,30.34,2,3.7,4.6
2811,Ropa,Norte,Tarjeta,57.63,2,1.5,4.8
9839,Electrónica,Sur,Transferencia,39.56,5,5.4,5.4
4639,Deportes,Centro,Tarjeta,30.19,2,4.5,4.2
8991,Electrónica,Norte,Tarjeta,50.89,1,5.1,4.9
9266,Electrónica,Centro,Tarjeta,60.75,2,4.5,4.3
2918,Electrónica,Centro,Transferencia,61.03,4,4.3,3.3
503,Hogar,Centro,Tarjeta,17.9,4,3.1,3.9
1621,Hogar,Sur,,32.1,4,3.2,4.1
10670,Ropa,Centro,Transferencia,37.86,5,4.7,4.3
8511,Deportes,Norte,Débito,52.09,1,1.7,4.7
17875,Electrónica,Norte,Tarjeta,76.74,4,4.1,5.7
1989,Hogar,Centro,Transferencia,60.09,2,2.2,4.6
899,Deportes,Sur,Tarjeta,39.37,5,2.5,4.4
16206,Hogar,Sur,Tarjeta,,4,2.9,2.9
18226,Electrónica,Norte,Tarjeta,63.99,1,4.6,3.7
15694,Electrónica,Norte,Tarjeta,,4,2.9,4.1
3256,Electrónica,Sur,Tarjeta,-0.74,5,3.8,5.6
655,Hogar,Norte,Débito,78.44,4,3.0,3.7
19552,Ropa,Norte,Transferencia,47.23,3,2.6,4.8
636,Deportes,Centro,Transferencia,45.58,4,4.4,3.6
11725,Deportes,Sur,Tarjeta,32.32,4,3.6,2.1
8850,Ropa,Norte,Tarjeta,53.85,3,3.2,5.0
18969,Ropa,Norte,Débito,31.66,5,3.5,4.4
10020,Hogar,Centro,Transferencia,13.7,2,4.9,
6566,Hogar,Norte,Tarjeta,40.67,5,4.1,
14494,Hogar,Sur,Transferencia,37.06,1,2.7,2.8
15958,Hogar,Centro,Débito,49.67,4,2.6,4.2
7982,Deportes,Sur,,65.45,1,4.1,3.0
5989,Deportes,Norte,Tarjeta,61.88,4,1.8,3.6
7849,Ropa,Centro,Tarjeta,,1,3.8,3.5
15889,Electrónica,Norte,Transferencia,24.45,5,2.9,3.5
3185,Deportes,Norte,Débito,,5,3.6,
8412,Deportes,Norte,Débito,34.29,4,3.1,3.2
8849,Hogar,Norte,Débito,-1.9,2,4.1,3.6
17246,Hogar,Norte,Débito,15.34,1,2.8,5.5
5658,Electrónica,Norte,Tarjeta,20.26,1,1.9,5.6
15204,Deportes,Centro,Transferencia,59.31,2,5.9,4.5
10089,Hogar,Sur,Débito,62.23,3,3.4,4.9
12810,Deportes,Norte,Transferencia,77.32,4,2.1,3.6
6804,Electrónica,Norte,Tarjeta,65.5,5,1.5,5.2
14393,Electrónica,Sur,Transferencia,72.53,1,3.6,4.5
17639,Hogar,Norte,Débito,,4,4.6,3.0
214,Hogar,Norte,Débito,52.99,1,3.2,2.9
1345,Electrónica,Centro,Débito,51.53,3,3.8,4.3
16939,Deportes,Sur,Débito,29.9,3,2.0,4.2
360,Hogar,Sur,Transferencia,6.48,5,1.9,3.2
11379,Deportes,Norte,Tarjeta,29.13,4,2.2,5.1
12547,Deportes,Centro,Tarjeta,38.77,3,4.8,3.8
3051,Electrónica,Norte,Tarjeta,40.06,2,4.9,4.9
13109,Hogar,Centro,Tarjeta,42.71,3,1.2,5.1
13402,Deportes,Centro,Tarjeta,21.39,5,3.4,4.9
15762,Deportes,Norte,Débito,59.36,4,1.4,3.8
14795,Electrónica,Norte,Débito,52.82,2,,3.9
11052,Electrónica,Norte,,,1,4.5,3.3
2652,Electrónica,Sur,Tarjeta,54.2,3,5.4,3.7
12135,Electrónica,Centro,Débito,45.43,5,4.2,4.4
19339,Hogar,Norte,Débito,53.1,5,2.6,
10281,Ropa,Norte,Transferencia,76.88,5,4.1,3.9
3165,Hogar,Norte,Tarjeta,,2,1.3,3.5
19253,Ropa,Sur,Transferencia,63.82,3,2.3,2.5
4033,Deportes,Centro,Transferencia,51.56,5,3.8,3.6
1206,Ropa,Norte,Transferencia,26.56,1,2.7,3.8
8080,Hogar,Norte,Débito,64.72,2,,5.1
7559,Hogar,Centro,Tarjeta,56.35,4,2.4,5.9
699,Deportes,Norte,Débito,38.27,4,2.5,3.7
10040,Deportes,Centro,Tarjeta,46.38,2,,4.2
5214,Electrónica,Sur,Tarjeta,50.88,4,2.9,4.4
10699,Electrónica,Norte,Débito,45.77,4,2.5,4.9
9391,Hogar,Centro,Transferencia,57.42,3,4.7,1.6
16700,Hogar,Sur,Transferencia,33.82,3,2.8,4.7
7326,Ropa,Sur,Tarjeta,70.37,1,2.6,4.4
9121,Hogar,Sur,Débito,69.72,1,3.6,2.4
4589,Deportes,Norte,Débito,17.43,1,4.1,3.2
8191,Electrónica,Norte,Tarjeta,74.41,3,2.9,4.0
15815,Deportes,Centro,Transferencia,31.65,3,2.5,5.9
19877,Ropa,Norte,Débito,45.43,2,2.6,3.8
16167,Hogar,Sur,Débito,68.25,4,2.4,3.4
5846,Ropa,Sur,Tarjeta,24.44,2,5.3,4.8
19051,Hogar,Sur,Débito,21.3,3,4.4,4.2
1151,Hogar,Centro,Transferencia,44.14,2,2.3,4.2
7549,Electrónica,Norte,Tarjeta,3.76,1,3.5,3.9
10757,Deportes,Centro,Tarjeta,89.33,1,4.6,
18180,Deportes,Centro,Transferencia,36.49,1,,4.8
6663,Electrónica,Sur,Tarjeta,7.22,3,4.1,4.1
5855,Deportes,Sur,Débito,47.79,3,2.9,4.3
11678,Hogar,Norte,Tarjeta,,5,4.5,4.3
14305,Deportes,Norte,Tarjeta,55.24,4,2.7,4.4
18002,Electrónica,Sur,Transferencia,44.38,1,1.9,4.3
1482,Deportes,Norte,Débito,46.81,1,2.8,4.4
7672,Deportes,Sur,Transferencia,26.52,1,3.6,3.4
2366,Ropa,Sur,Transferencia,29.96,4,2.4,
1029,Deportes,Sur,Débito,88.38,3,0.9,4.0
11019,Hogar,Sur,Débito,30.94,5,1.8,2.8
7159,Hogar,Sur,Débito,45.46,3,0.6,4.2
7174,Electrónica,Norte,Transferencia,,2,3.6,4.3
17930,Ropa,Sur,Tarjeta,32.54,5,,5.2
6643,Hogar,Norte,Transferencia,55.32,3,1.6,3.5
8807,Hogar,Sur,Transferencia,29.11,3,3.5,5.4
10529,Hogar,Norte,Débito,55.36,4,4.6,
9438,Hogar,Norte,Débito,50.39,5,1.0,4.0
12598,Deportes,Centro,Tarjeta,,5,3.4,4.0
9239,Ropa,Sur,Transferencia,54.4,3,3.2,4.6
14379,Electrónica,Sur,Débito,25.42,2,2.2,4.1
7733,Electrónica,Sur,Débito,34.33,2,2.7,4.8
3503,Ropa,Centro,Débito,69.68,4,4.8,5.5
18066,Electrónica,Sur,Débito,51.49,3,3.3,4.2
17573,Deportes,Sur,Débito,16.09,4,3.4,3.5
4242,Ropa,Sur,Débito,29.42,4,4.3,4.0
19677,Hogar,Sur,Tarjeta,26.0,1,2.0,5.4
11782,Deportes,Centro,Transferencia,45.14,5,3.1,5.3
1707,Deportes,Norte,Transferencia,78.61,3,3.2,4.3
13498,Ropa,Centro,Débito,20.42,3,0.2,3.2
18403,Deportes,Centro,Transferencia,38.27,4,3.0,3.9
7719,Deportes,Centro,Transferencia,28.83,3,2.8,5.2
4546,Deportes,Sur,Transferencia,75.55,3,3.2,3.6
12544,Electrónica,Centro,Débito,42.43,2,3.5,4.1
10113,Deportes,Sur,Tarjeta,62.85,3,4.9,4.8
9245,Hogar,Norte,Tarjeta,3.46,3,1.2,5.9
7306,Deportes,Norte,Transferencia,,1,2.9,3.4
14342,Ropa,Centro,,24.92,5,3.8,4.1
5567,Ropa,Norte,Tarjeta,49.42,2,2.1,5.2
19488,Ropa,Norte,Débito,57.22,4,4.3,4.4
7726,Electrónica,Norte,Transferencia,20.5,4,1.3,5.2
16366,Electrónica,Sur,Débito,82.22,2,2.0,3.2
10214,Ropa,Norte,Débito,-13.26,2,4.6,4.0
2992,Hogar,Centro,Transferencia,33.76,5,5.3,
13602,Ropa,Centro,Débito,66.86,1,4.9,4.3
9815,Ropa,Centro,Tarjeta,,5,2.2,5.0
2587,Deportes,Sur,Débito,66.4,3,1.1,3.9
18134,Electrónica,Centro,Débito,39.97,2,3.6,4.7
8720,Deportes,Sur,Débito,23.16,3,3.2,1.8
17106,Electrónica,Centro,Transferencia,23.62,4,4.7,3.9
11229,Hogar,Norte,Transferencia,68.15,3,2.4,3.9
4823,Electrónica,Centro,Tarjeta,70.53,3,2.3,5.4
4271,Ropa,Norte,Transferencia,45.52,1,4.6,5.7
12102,Hogar,Norte,Tarjeta,59.94,4,3.7,4.5
18624,Ropa,Norte,Transferencia,21.39,2,3.1,5.0
710,Hogar,Sur,Débito,17.74,3,2.9,4.6
18837,Ropa,Norte,Transferencia,44.39,1,2.8,4.2
5594,Ropa,Centro,Tarjeta,39.62,5,2.6,
18270,Ropa,Norte,Transferencia,48.56,5,2.1,4.3
6248,Deportes,Norte,Débito,61.71,2,0.8,3.5
11455,Hogar,Sur,Débito,60.3,4,0.4,4.5
190,Deportes,Sur,Transferencia,15.02,5,2.2,5.0
1493,Ropa,Sur,,67.35,3,2.1,
6479,Electrónica,Sur,Transferencia,25.01,4,3.4,5.2
18893,Deportes,Centro,Débito,65.45,3,2.4,3.7
11984,Deportes,Sur,Transferencia,31.31,3,3.6,4.7
1199,Electrónica,Centro,Débito,33.81,1,3.9,4.0
11817,Ropa,Sur,Débito,71.15,3,,4.0
9370,Ropa,Norte,,37.24,1,2.6,4.1
6831,Ropa,Sur,Débito,16.46,2,1.8,3.5
4515,Electrónica,Sur,Tarjeta,73.07,2,2.5,2.7
6582,Deportes,Sur,Transferencia,81.7,2,2.5,4.0
8536,Electrónica,Centro,Transferencia,,3,5.6,4.4
19827,Deportes,Norte,Débito,40.15,1,2.9,3.7
9997,Ropa,Centro,Débito,44.87,3,1.3,5.0
14328,Ropa,Centro,Transferencia,21.31,5,3.6,5.0
19055,Electrónica,Centro,Transferencia,69.95,2,3.4,3.8
769,Electrónica,Sur,Transferencia,63.95,1,2.8,3.7
18448,Hogar,Sur,Débito,32.95,5,2.7,4.1
8120,Ropa,Centro,Tarjeta,38.76,3,1.7,
144,Deportes,Centro,Débito,40.4,1,3.5,3.1
10771,Ropa,Sur,,54.84,4,,3.3
17330,Ropa,Sur,Transferencia,31.72,2,3.4,4.7
12549,Ropa,Centro,Débito,44.07,3,3.1,5.5
7709,Deportes,Sur,Tarjeta,33.3,2,3.7,
6533,Deportes,Centro,Débito,49.09,1,0.9,3.9
5932,Hogar,Sur,Tarjeta,41.18,2,0.5,4.5
18641,Electrónica,Centro,Tarjeta,9.51,3,2.6,3.0
8375,Hogar,Sur,Transferencia,37.56,1,4.0,2.9
8365,Deportes,Norte,Transferencia,33.5,3,2.5,3.4
6536,Electrónica,Norte,Débito,8.07,3,3.9,3.8
8907,Electrónica,Centro,Tarjeta,31.02,4,3.5,4.3
3996,Electrónica,Norte,Débito,45.02,4,2.8,2.8
8206,Deportes,Sur,Tarjeta,26.13,3,3.5,3.0
17025,Hogar,Sur,Transferencia,33.53,4,,4.6
727,Deportes,Centro,Tarjeta,30.73,3,1.4,4.5
3960,Electrónica,Centro,Débito,58.64,1,3.5,5.2
3004,Ropa,Centro,Tarjeta,78.62,4,5.1,
13661,Electrónica,Norte,Débito,27.01,3,4.0,4.4
16692,Hogar,Sur,Débito,82.42,4,3.8,4.3
15535,Deportes,Sur,Tarjeta,25.47,4,3.8,
15920,Hogar,Centro,Tarjeta,3.7,4,1.3,3.5
15440,Ropa,Norte,Transferencia,,3,3.6,4.0
11235,Hogar,Centro,Tarjeta,25.27,3,2.2,4.4
16385,Ropa,Sur,Transferencia,44.3,2,2.9,5.3
129,Ropa,Sur,Transferencia,21.5,5,3.5,3.5
1654,Ropa,Norte,Débito,56.52,1,3.9,4.5
19168,Electrónica,Sur,Débito,83.23,1,2.9,4.4
1924,Deportes,Centro,Tarjeta,29.45,2,,4.2
7166,Ropa,Sur,Transferencia,38.97,4,3.8,4.3
15557,Hogar,Norte,Débito,22.18,4,0.3,4.4
14214,Hogar,Centro,Débito,6.3,1,3.9,3.0
576,Ropa,Centro,Débito,23.37,4,1.4,3.7
2153,Hogar,Norte,Transferencia,59.08,1,5.8,4.3
13573,Hogar,Sur,Transferencia,56.27,2,2.5,5.5
